"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1357","I  CATANIA03",23,2004.2,46.8,7.55,2,3,5,4,1
"1358","I  CATANZA02",22,1178.03846153846,55.4230769230769,8.08653846153846,2,6,26,8,1
"1359","I  CHIETI01",22,1665.3716091954,42.5057471264368,7.39367816091954,2,21,87,44,1
"1360","I  COMO04",21,1057.5,35.3333333333333,7.08333333333333,1,1,3,3,1
"1361","I  COSENZA01",22,1707.5154676259,40.2302158273381,7.56654676258993,3,31,139,45,2
"1362","I  COSENZA03",22,1278.4,8,4,1,1,1,1,1
"1363","I  ENNA01",22,1467.96691176471,48.3235294117647,8.22794117647059,3,19,68,14,1
"1364","I  FAENZA01",22.5,1631.25,37.8333333333333,4.45833333333333,2,3,6,4,1
"1365","I  FERMO01",21,3458.25,59,7.25,1,1,1,1,1
"1366","I  FERRARA01",22,1640.05701986755,44.8940397350993,7.78807947019868,3,26,151,62,2
"1367","I  FERRARA02",25,1110,0,3,1,1,1,1,1
"1368","I  FIESOLE01",27,896,29,5.6,2,3,5,4,1
"1369","I  FIRENZE01",22,1545.2674853114,37.2291421856639,7.22091656874266,6,79,851,230,2
"1370","I  FIRENZE03",23,1358.38636363636,40.1818181818182,7.20454545454545,2,5,22,11,1
"1371","I  FIRENZE04",24,1480.93285714286,33.5714285714286,5.71428571428571,2,1,7,6,1
"1372","I  FIRENZE05",22,872.92,30,4.5,2,1,2,2,1
"1373","I  FOGGIA01",21,1868.5,37.25,5.5,2,3,4,3,1
"1374","I  FOGGIA02",21,2385,0,5,1,1,1,1,1
"1375","I  FOGGIA03",22,1746.750234375,41.84375,6.30859375,3,24,128,48,2
"1376","I  FORLI01",19.5,2081.25,60,8.625,1,2,2,2,1
"1377","I  FROSINO01",22.5,2128,45.5,5.95833333333333,2,4,6,5,1
"1378","I  GENOVA01",22,1594.65111413043,40.1576086956522,7.28057065217391,4,54,368,144,2
"1379","I  GENOVA02",25.5,2113.5,33,4.5,2,1,2,2,1
"1380","I  GENOVA03",22,1124.5,60,8.65,2,2,5,3,1
"1381","I  L-AQUIL01",22,2107.041875,41.125,6.978125,2,22,80,23,1
"1382","I  L-AQUIL03",21.5,1414.75,40.75,6.6875,1,1,4,3,1
"1383","I  L-AQUIL04",24,4025,24,8.75,1,1,1,1,1
"1384","I  LA-SPEZ01",20,3935.25,64,8.25,1,1,1,1,1
"1385","I  LECCE01",22,1661.31165413534,45.9548872180451,7.50751879699248,4,35,133,53,2
"1386","I  LECCE02",22,1881,36.4,6.3,2,3,5,4,1
"1387","I  LIVORNO01",20,1300,61,10,1,1,1,1,1
"1388","I  LUCCA03",22,5340,90,9,1,1,1,1,1
"1389","I  MACERAT01",22,1660.177890625,41.0390625,7.322265625,2,24,128,47,2
"1390","I  MACERAT02",22,1568.93518518519,31.4444444444444,4.88888888888889,2,5,27,9,1
"1391","I  MANTOVA01",21.5,3897,53,7.75,2,2,2,2,1
"1392","I  MATERA01",20,4412.25,60,9.25,1,1,1,1,1
"1393","I  MESSINA01",22,1417.37103448276,48.2873563218391,7.50287356321839,2,30,87,26,2
"1394","I  MILANO01",22,1463.48666666667,37.9793510324484,6.55014749262537,3,56,339,137,2
"1395","I  MILANO02",22,1590.67428362573,36.9956140350877,7.09283625730994,4,36,684,204,2
"1396","I  MILANO03",22,1366.51592057762,38.3754512635379,6.85559566787004,3,41,277,101,2
"1397","I  MILANO04",22,1379.11002793296,31.3296089385475,5.14175977653631,5,16,358,49,2
"1398","I  MILANO05",21,922.944691358025,33.2222222222222,6.0462962962963,3,14,81,27,1
"1399","I  MILANO08",22,1478.22191011236,41.4606741573034,6.47191011235955,2,8,89,37,1
"1400","I  MILANO09",22,1278.00733333333,26.2,4.68333333333333,2,1,15,12,1
"1401","I  MILANO11",21.5,1792.36538461538,34.5,5.05769230769231,2,6,26,18,1
"1402","I  MILANO12",21.5,1746.46875,25.875,4.78125,2,4,8,4,1
"1403","I  MILANO14",20,1311.323,25.7,5.15,1,3,10,6,1
"1404","I  MILANO15",21,845,44.1666666666667,6.5,1,6,12,4,1
"1405","I  MILANO16",22,1350.92287735849,37.5801886792453,6.87028301886792,3,38,212,86,2
"1406","I  MILANO18",23,1100,28,5,1,1,1,1,1
"1407","I  MODENA01",22,1279.0938071066,38.4162436548223,6.58502538071066,3,37,197,70,2
"1408","I  MONOPOL02",25.5,2708,35.5,6,2,1,2,2,1
"1409","I  NAPOLI01",22,1615.82788461538,42.5384615384615,7.21057692307692,3,48,260,98,2
"1410","I  NAPOLI02",22,1810.52746031746,34.6825396825397,6.80555555555556,3,15,63,37,1
"1411","I  NAPOLI03",25,1167,36.1818181818182,7.84090909090909,2,7,11,7,1
"1412","I  NAPOLI04",22,1316.25125,33.725,6.6125,2,15,40,23,1
"1413","I  NAPOLI06",22,1329.60368421053,40.0526315789474,6.93421052631579,2,5,19,12,1
"1414","I  NAPOLI07",25,439,33,4,1,1,1,1,1
"1415","I  NAPOLI09",22,1626.54590163934,48.0327868852459,7.57991803278689,2,22,122,50,2
"1416","I  NOVARA01",26,1575,15,4.5,1,1,1,1,1
"1417","I  PADOVA01",22,1661.23349693252,35.6533742331288,6.9114263803681,6,67,652,211,2
"1418","I  PADOVA02",27,1324.75,42,8,1,1,2,2,1
"1419","I  PALERMO01",22,1510.51253968254,36.5357142857143,6.89384920634921,4,45,252,92,2
"1420","I  PALERMO03",22,1336.70958333333,54.1666666666667,7.86458333333333,1,5,24,14,1
"1421","I  PALERMO04",38,2403.04,42,9,1,1,1,1,1
"1422","I  PALERMO05",20.5,2767,49.5,8,2,3,4,3,1
"1423","I  PARMA01",22,1438.13757575758,44.3901515151515,7.58333333333333,2,52,264,87,2
"1424","I  PARMA02",20,4071.4,61.6,9,1,1,5,3,1
"1425","I  PAVIA01",22,1720.20882591093,36.3805668016194,7.03643724696356,4,40,247,102,2
"1426","I  PERUGIA01",22,1636.2842739726,43.2931506849315,7.57876712328767,3,60,365,117,2
"1427","I  PERUGIA03",22,2702.82571428571,51.4285714285714,7.71428571428571,1,1,7,3,1
"1428","I  PERUGIA04",22,1006.6,49.5333333333333,5.93333333333333,2,5,15,9,1
"1429","I  PERUGIA06",22,1685.89583333333,35.7916666666667,6.08333333333333,2,11,24,14,1
"1430","I  PESARO01",22,1645.66666666667,40,8.66666666666667,2,1,3,3,1
"1431","I  PESCARA01",22.5,1966,25.5,4.875,2,1,2,2,1
"1432","I  PIACENZ01",25,1050,30,3.5,1,1,1,1,1
"1433","I  PISA01",22,1604.14411042945,37.2730061349693,7.39953987730061,4,58,326,110,2
"1434","I  PISA02",22,2059.83333333333,22,7,1,3,6,5,1
"1435","I  PISA03",22,1036.355,47.25,7.625,2,3,4,3,1
"1436","I  POTENZA01",22.5,1567.29166666667,34.0833333333333,7.60416666666667,2,11,12,8,1
"1437","I  RAVENNA01",22.5,585,47.5,4.5,1,2,8,2,1
"1438","I  REGGIO01",22,1784.92,52.36,8.95,2,8,25,11,1
"1439","I  ROMA01",22,1539.42191352346,37.4038638454462,7.19894204231831,4,72,1087,288,2
"1440","I  ROMA02",22,1432.92362068966,37.0862068965517,6.66120689655172,2,51,290,104,2
"1441","I  ROMA03",22,1374.2274863388,33.4043715846995,6.05191256830601,3,16,183,60,1
"1442","I  ROMA04",21,1374.82795121951,39.3804878048781,6.95975609756098,4,26,205,76,2
"1443","I  ROMA05",22,1376.0825,45.5208333333333,7.47916666666667,2,3,48,26,1
"1444","I  ROMA06",22,1482.22043478261,43.695652173913,6.75,2,5,23,17,1
"1445","I  ROMA09",24,2212.22333333333,47.3333333333333,7.79761904761905,2,3,21,17,1
"1446","I  ROMA12",24.5,1281,26.5,4.5,1,1,2,1,1
"1447","I  ROMA14",21,1094.77454545455,32.7272727272727,6.88636363636364,2,3,11,5,1
"1448","I  ROMA16",22,1474.29324444444,38.0911111111111,7.49222222222222,3,55,450,145,2
"1449","I  ROMA18",21,520,28.6666666666667,4,1,1,3,1,1
"1450","I  ROMA20",21,1134.68444444444,33.8333333333333,6.84722222222222,2,5,36,18,1
"1451","I  ROMA23",21,1758.58625,37.8125,7.1875,2,7,16,12,1
"1452","I  ROMA25",22,963.888888888889,21.7777777777778,4.61111111111111,2,2,9,3,1
"1453","I  SALERNO01",22,1811.01885057471,42.8199233716475,7.5,4,50,261,85,2
"1454","I  SALERNO02",20,2700,60,9,1,1,1,1,1
"1455","I  SASSARI01",22,1852.12467455621,42.9408284023669,7.4896449704142,3,40,169,60,2
"1456","I  SASSARI02",22,390,18,3,1,1,1,1,1
"1457","I  SIENA01",22,1450.11798295455,35.0681818181818,6.70383522727273,2,50,352,127,2
"1458","I  SIENA02",21,1443.8680952381,33.4285714285714,5.64285714285714,1,3,21,13,1
"1459","I  TERAMO01",22,1435.42889908257,47.4128440366973,7.96330275229358,2,28,109,34,2
"1460","I  TERNI01",23,1170,60,9,1,1,1,1,1
"1461","I  Torino01",21,1720.64,23,5,1,1,1,1,1
"1462","I  TORINO01",22,1597.34327623126,40,7.08297644539615,3,55,467,154,2
"1463","I  TORINO02",22,1580.70024096386,36.3253012048193,7.15060240963855,4,30,415,109,2
"1464","I  TORINO04",22,1724.77344827586,41.551724137931,6.25862068965517,3,7,29,15,1
"1465","I  TORINO05",22,1825,37.5,6.5,1,1,2,2,1
"1466","I  TRAPANI02",23,3040.875,46.5,7.375,2,2,2,2,1
"1467","I  TRENTO01",23,1530.61090277778,33.2847222222222,6.51909722222222,2,25,144,71,2
"1468","I  TRENTO02",22.5,1618.5,18.5,5.25,1,1,2,2,1
"1469","I  TRIESTE01",22,1459.78974358974,36.2222222222222,6.83653846153846,3,47,234,97,2
"1470","I  TRIESTE02",24,2421.36,35.8,7,2,2,5,5,1
"1471","I  TRIESTE03",21,1869.03,34,7,1,1,1,1,1
"1472","I  UDINE01",22,1430.97222222222,32.6969696969697,6.42424242424242,3,41,99,48,2
"1473","I  URBINO01",22,1431.42138888889,39.2037037037037,7.0625,3,30,108,47,2
"1474","I  URBINO03",22.5,1265.1875,44.875,6.59375,2,2,8,3,1
"1475","I  URBINO05",21,876.666666666667,40,4.33333333333333,2,2,3,3,1
"1476","I  VARESE02",22,1650.11538461538,47.8076923076923,7.33653846153846,2,9,26,13,1
"1477","I  VENEZIA01",22,1742.71221198157,34.6221198156682,6.3110599078341,3,28,217,104,2
"1478","I  VENEZIA02",22,1645.8180733945,44.0366972477064,7.5848623853211,4,10,109,46,1
"1479","I  VENEZIA03",21,1289.8125,41.5,6.09722222222222,2,5,36,17,1
"1480","I  VENEZIA04",30,910,30,7,2,1,2,2,1
"1481","I  VERCELL01",22,1435.53791666667,26.4583333333333,6.02083333333333,3,13,24,17,1
"1482","I  VERONA01",22,1692.61278026906,33.2600896860987,6.7567264573991,3,30,223,84,2
"1483","I  VERONA02",22,2536,52.1666666666667,8.58333333333333,2,2,6,4,1
"1484","I  VERONA03",23,2372.5625,45,6.5625,2,3,4,3,1
"1485","I  VICENZA02",21,1437.79666666667,23.3333333333333,4.16666666666667,1,3,3,2,1
"1486","I  VICENZA03",23,1278.4,27,4,1,1,1,1,1
"1487","I  VITERBO01",22,1381.75735294118,37.2794117647059,6.56617647058824,2,21,68,25,1
"1488","I  VITERBO02",21.5,707.5,34.6666666666667,5,1,2,6,3,1
"1489","I  XX",22,1168.78571428571,55.2857142857143,9,1,6,7,4,1
"1490","IRLATHLONE01",21,2167.65715328467,48.992700729927,8.74270072992701,3,26,137,46,2
"1491","IRLBLACKRO03",21,853.333333333333,34,5.33333333333333,1,2,3,2,1
"1492","IRLCARLOW01",21,1463.61089430894,45.3739837398374,7.15650406504065,1,22,123,39,1
"1493","IRLCORK01",22,1268.67208661417,34.1870078740157,5.94635826771654,5,62,508,141,2
"1494","IRLCORK04",22,1226.72093167702,34.6832298136646,6.03416149068323,4,40,161,59,2
"1495","IRLDublin01",27,1000,30,5,1,1,1,1,1
"1496","IRLDUBLIN01",21,1466.21052469136,38.1141975308642,6.77932098765432,2,39,324,104,2
"1497","IRLDUBLIN02",22,1230.91514492754,31.4692028985507,5.60778985507246,4,55,552,162,2
"1498","IRLDUBLIN03",23.5,938.75,12.25,4.875,2,3,8,5,1
"1499","IRLDUBLIN04",21,1309.27468899522,45.4641148325359,6.89473684210526,4,23,209,59,2
"1500","IRLDUBLIN07",23,1553.64833333333,33.2083333333333,5.58333333333333,1,10,24,12,1
"1501","IRLDUBLIN10",20.5,1195.65,42.5,6.15,1,4,10,6,1
"1502","IRLDUBLIN13",20,740,30,4,1,1,1,1,1
"1503","IRLDUBLIN14",23,933.25,29.7391304347826,4.05434782608696,1,8,23,19,1
"1504","IRLDUBLIN17",22,1300,25,5.66666666666667,1,1,3,2,1
"1505","IRLDUBLIN22",22,1125.5,22.8,7.55,1,2,5,3,1
"1506","IRLDUBLIN27",22,1173.16924157303,35.626404494382,5.66502808988764,3,50,356,125,2
"1507","IRLDUBLIN33",22,1055.36085714286,39.4857142857143,6.91428571428571,2,8,35,14,1
"1508","IRLDUBLIN34",22,1052.05333333333,20,3.05555555555556,1,5,9,4,1
"1509","IRLDUBLIN35",22,933.719873417721,44.1645569620253,6.32278481012658,2,13,79,16,1
"1510","IRLDUBLIN38",22,1153.06117647059,34.1764705882353,5.73529411764706,1,8,17,9,1
"1511","IRLDUNDALK01",22,1157.54684210526,35.5263157894737,5.83333333333333,2,26,171,36,2
"1512","IRLGALWAY01",21,1309.05729927007,38.0036496350365,6.77098540145985,3,35,274,92,2
"1513","IRLGALWAY02",22,1163.28,39.8166666666667,6.17916666666667,1,14,60,27,1
"1514","IRLKILDARE01",23,1288.14142857143,23,5.64285714285714,2,1,7,7,1
"1515","IRLLETTERK01",22,1178.27623188406,32.4927536231884,5.21739130434783,3,18,69,22,1
"1516","IRLLIMERIC01",22,1192.15751196172,33.7081339712919,5.15968899521531,6,48,418,166,2
"1517","IRLLIMERIC02",21,916.020476190476,39.4285714285714,5.5,1,10,21,13,1
"1518","IRLLIMERIC04",21.5,1128.93526315789,28.5789473684211,4.76315789473684,2,11,38,22,1
"1519","IRLMAYNOOT01",22,1094.23457142857,35.4816326530612,5.87551020408163,3,33,245,72,2
"1520","IRLSLIGO01",21,1567.76536842105,40.2736842105263,7.53157894736842,2,25,95,40,2
"1521","IRLSLIGO02",22,1066.57666666667,28.3333333333333,4,1,3,3,3,1
"1522","IRLTALLAGH02",22,1152.06333333333,33.2142857142857,5.30357142857143,3,27,126,38,2
"1523","IRLTRALEE01",22,1264.83836065574,33.6284153005465,5.72814207650273,2,26,183,53,2
"1524","IRLWATERFO01",21,1215.64425,34.9833333333333,6.0875,2,26,120,48,2
"1525","IS AKUREYR01",23,1493.14571428571,34.8857142857143,5.50714285714286,2,16,35,19,1
"1526","IS BORGARN01",22,1231.1725,29.125,4.578125,1,8,16,8,1
"1527","IS BORGARN02",23,1550,26,4.5,1,1,1,1,1
"1528","IS REYKJAV01",22,1429.29729241877,31.7870036101083,5.59296028880866,3,47,277,144,2
"1529","IS REYKJAV05",23,1180.57564516129,28.2096774193548,5.12298387096774,3,19,124,65,1
"1530","IS Reykjav06",30,1500,30,5,1,1,1,1,1
"1531","IS REYKJAV06",23,1273.83590909091,23.5454545454545,4.92045454545455,3,5,22,17,1
"1532","LI VADUZ01",23,1644.78774193548,29.5806451612903,5.78225806451613,2,7,31,16,1
"1533","LT ALYTUS01",22,1300,40.6666666666667,6,1,2,3,2,1
"1534","LT KAUNAS01",22,1388.44447368421,36.5438596491228,5.79166666666667,2,26,114,49,2
"1535","LT Kaunas02",22.5,1208.372,28.7,5,1,1,10,1,1
"1536","LT KAUNAS02",22,1319.68511811024,36.0944881889764,5.99606299212598,3,28,127,54,2
"1537","LT KAUNAS04",22,1432.70545454545,29.8181818181818,5.375,2,4,22,12,1
"1538","LT KAUNAS05",23,1597.96296296296,37.3703703703704,6.98148148148148,2,11,27,12,1
"1539","LT KAUNAS07",22,3493.75,62,10.75,1,1,1,1,1
"1540","LT KAUNAS08",22,1139.64509433962,32.811320754717,4.91981132075472,3,19,53,18,1
"1541","LT KAUNAS10",21,1247.35193548387,34.6774193548387,6.17741935483871,3,8,62,25,1
"1542","LT KAUNAS12",25.5,1049.5,34.75,4.25,1,2,4,2,1
"1543","LT KAUNAS13",23,1290.79458333333,35,6.69791666666667,2,9,48,22,1
"1544","LT KAUNO01",20,1910,30,5,1,1,5,2,1
"1545","LT KLAIPED01",22,1330.59261538462,33.6769230769231,5.25384615384615,1,25,65,25,1
"1546","LT KLAIPED02",19.5,974.01,27,4,1,2,2,2,1
"1547","LT KLAIPED04",21,1624.15625,42.75,6.078125,1,6,16,8,1
"1548","LT KLAIPED05",22,1664.36046511628,34.6279069767442,5.2906976744186,1,6,43,6,1
"1549","LT KLAIPED06",22,1394.04666666667,40.6666666666667,5.16666666666667,1,1,3,2,1
"1550","LT KLAIPED07",21,1427.60714285714,30.4761904761905,4.44047619047619,1,4,21,6,1
"1551","LT KLAIPED09",22,1538.5,36.52,6.3,1,10,25,7,1
"1552","LT MARIJAM01",25.5,1137.5,30,3.5,1,1,2,1,1
"1553","LT PANEVEZ01",21,1619.64285714286,32,4.78571428571429,1,3,7,3,1
"1554","LT RIETAVA01",20,1389.1,30,4.275,1,2,10,2,1
"1555","LT SIAULIA01",22,1515.85375,33.3541666666667,5.31770833333333,1,18,48,18,1
"1556","LT SIAULIA02",21.5,1046.91625,21.25,3.71875,1,6,16,5,1
"1557","LT SIAULIA03",21,1442.1125,32.75,4.7375,1,5,20,6,1
"1558","LT UTENA01",21.5,1795.6,34.7,5.525,1,4,10,6,1
"1559","LT VILNIUS01",22,1427.3573354232,30.9090909090909,5.77351097178683,6,48,319,149,2
"1560","LT VILNIUS02",22,1331.613,35.4481481481481,5.99351851851852,2,27,270,95,2
"1561","LT VILNIUS03",23,1172.54878787879,35.3030303030303,5.38636363636364,2,13,33,22,1
"1562","LT VILNIUS04",22,1653.08757575758,32.4848484848485,5.40151515151515,3,12,33,17,1
"1563","LT VILNIUS05",22,1418.78571428571,30.5714285714286,5.57142857142857,2,4,7,5,1
"1564","LT VILNIUS06",22,1425.83278106509,34.7278106508876,5.89940828402367,4,17,169,85,2
"1565","LT VILNIUS08",22.5,1287.33333333333,26.5,4.5,1,3,6,3,1
"1566","LT VILNIUS10",21.5,1467.15166666667,34.5625,5.59375,1,23,48,20,1
"1567","LT VILNIUS11",22,1085.76136363636,38.5,4.55681818181818,3,5,22,8,1
"1568","LT VILNIUS12",22,925,34,5,1,1,1,1,1
"1569","LT VILNIUS14",20.5,1562.625,36.25,5.71875,1,5,8,6,1
"1570","LT VILNIUS15",22,1308.09168421053,36.3684210526316,5.62894736842105,2,13,95,33,1
"1571","LT VILNIUS16",23.5,1464.75,26.25,4.0625,1,2,4,2,1
"1572","LT VILNIUS19",22,1342.41404255319,35.7659574468085,6.04787234042553,1,6,47,21,1
"1573","LT VILNIUS20",21,1701.86538461538,43.6923076923077,7.23076923076923,4,4,13,6,1
"1574","LT VILNIUS23",23,1099.6,31.8,5,1,1,5,4,1
"1575","LUXLUX-VIL01",23,1339.6508988764,29.1123595505618,6.34269662921348,5,23,89,47,2
"1576","LV DAUGAVP01",22,1549.29166666667,33.2666666666667,5.55,3,6,30,12,1
"1577","LV JELGAVA01",24,1610.375,31.75,5.5,2,10,16,9,1
"1578","LV JURMALA03",24,801.01,30,3,1,1,1,1,1
"1579","LV LIEPAJA01",21,1533.22857142857,30.2142857142857,4.94642857142857,3,9,14,7,1
"1580","LV REZEKNE02",21,1696.62727272727,31.2272727272727,4.84090909090909,1,13,22,6,1
"1581","LV RIGA01",22,1317.82502538071,31.5634517766497,5.8248730964467,5,33,197,99,2
"1582","LV RIGA02",22,1294.08873333333,34.5066666666667,5.85166666666667,4,23,150,53,2
"1583","LV RIGA03",22,1415.34725490196,33.6274509803922,5.8578431372549,3,16,51,31,1
"1584","LV RIGA04",22,1088.58,23.68,4.71,2,9,25,19,1
"1585","LV RIGA05",23.5,1731.25,32.5,6.15625,1,2,8,8,1
"1586","LV RIGA06",23,1085.83333333333,27.1111111111111,4.47222222222222,1,3,9,4,1
"1587","LV RIGA08",22,1479.2203125,30.34375,5.375,1,14,32,19,1
"1588","LV RIGA09",22,1055.51619047619,34.1904761904762,4.75595238095238,2,7,42,20,1
"1589","LV RIGA12",20,1318.89473684211,30.7368421052632,5.55263157894737,1,3,19,6,1
"1590","LV RIGA13",21,1005.25731707317,28.4390243902439,4.26219512195122,1,6,41,22,1
"1591","LV RIGA14",22,1167.10026315789,25.0263157894737,5.17105263157895,2,7,38,21,1
"1592","LV RIGA27",21.5,1327.7415,32.45,5.0125,2,10,20,11,1
"1593","LV RIGA28",22,1823.421875,35.375,5.46354166666667,3,15,48,23,1
"1594","LV RIGA29",22,1180.96157894737,32,5.82236842105263,1,11,38,17,1
"1595","LV RIGA31",22.5,1505,23.5,4.75,1,2,4,2,1
"1596","LV RIGA32",21,1338.63888888889,41.2222222222222,6,3,6,18,10,1
"1597","LV RIGA33",21,1365,24,6,1,2,4,2,1
"1598","LV RIGA34",23,1033.05555555556,25.8888888888889,4.97222222222222,1,5,9,4,1
"1599","LV RIGA35",21,1439.96153846154,39.6923076923077,5.86538461538461,2,4,13,8,1
"1600","LV VALMIER01",21,918.333333333333,28,4.33333333333333,1,4,6,5,1
"1601","LV VENTSPI01",21,1424.94117647059,30.6470588235294,4.39705882352941,1,5,17,5,1
"1602","MT MALTA01",22,1501.37822115385,30.8317307692308,5.75240384615385,4,69,416,161,2
"1603","MT MALTA02",21,990.208,24,4.2,1,4,5,3,1
"1604","MT MALTA03",21,1263.94,39.5,5.9375,1,3,8,5,1
"1605","N  ALESUND01",22,2692.34875,31.6666666666667,5.4375,2,7,24,12,1
"1606","N  ALTA01",23,797.466666666667,30.7142857142857,4.02380952380952,3,8,21,11,1
"1607","N  AS02",22,1226.9938372093,33.3139534883721,5.80523255813953,2,18,86,35,1
"1608","N  BERGEN01",22,1567.91945422535,36.8450704225352,6.57746478873239,5,55,568,181,2
"1609","N  BERGEN02",23,1287.43521505376,29.2043010752688,5.23252688172043,4,13,186,49,1
"1610","N  BERGEN04",22,1577.14666666667,25,4.86666666666667,2,5,15,13,1
"1611","N  BERGEN05",22,1248.14458333333,25.0625,4.44791666666667,2,17,48,23,1
"1612","N  BERGEN11",24,825,15,3,1,1,2,1,1
"1613","N  BERGEN13",23,931.25,43.75,8.625,2,2,4,3,1
"1614","N  BODO04",22,934.732380952381,34.2857142857143,5.23809523809524,2,9,21,11,1
"1615","N  ELVERUM01",22,1464.90666666667,38.625,6.03125,2,14,48,21,1
"1616","N  FYLLING01",36,1110,22.5,3,1,1,2,1,1
"1617","N  GJOVIK01",22,1058.36875,27.03125,4.5234375,2,6,32,12,1
"1618","N  HALDEN02",22,1382.89571428571,35.6785714285714,5.94196428571429,3,16,56,28,1
"1619","N  HARSTAD01",21,869.338,30,4.4,1,2,5,3,1
"1620","N  KONGSBE01",21,1332.52796296296,27.0740740740741,6.13888888888889,1,13,54,16,1
"1621","N  KRISTIA01",22,1335.39117318436,32.659217877095,5.16759776536313,3,35,179,70,2
"1622","N  LILLEHA01",22,1202.44333333333,33.5555555555556,5.12962962962963,1,12,27,10,1
"1623","N  MOLDE01",23,1603.54,39.48,6.55,2,10,25,12,1
"1624","N  NARVIK01",24,857.5,17.6666666666667,4.75,1,2,3,3,1
"1625","N  NESNA01",21,738,42.6,6.6,1,3,5,3,1
"1626","N  OSLO01",22,1513.74806666667,33.87,6.30458333333333,4,51,600,178,2
"1627","N  OSLO02",23,1849.80069767442,35.7209302325581,6.55813953488372,2,6,43,24,1
"1628","N  OSLO03",24,2779.81,45.7142857142857,10.1428571428571,2,2,7,7,1
"1629","N  OSLO04",23,1113.16296296296,30.3703703703704,4.44444444444444,2,6,27,12,1
"1630","N  OSLO07",23,1403.27818181818,25,4.45454545454545,2,4,11,10,1
"1631","N  OSLO32",23,1176.48052631579,25.4210526315789,4.56578947368421,2,8,19,8,1
"1632","N  OSLO39",24,1500,18,3,1,1,1,1,1
"1633","N  OSLO40",23.5,2024.5,32.5,7.75,1,1,2,2,1
"1634","N  OSLO53",24,1880,30.4,5.2,1,2,5,2,1
"1635","N  OSLO59",21.5,1049.16666666667,28.1666666666667,4,2,5,6,2,1
"1636","N  OSLO60",22,1013.31169014085,27.7323943661972,4.45422535211268,6,44,142,67,2
"1637","N  PORSGRU01",22,1594.39406593407,34.3626373626374,6.0989010989011,2,22,91,38,1
"1638","N  ROMMETV01",22,797.702380952381,25.8571428571429,4.16666666666667,2,11,42,17,1
"1639","N  SANDVIK02",22,1369.12470852018,28.5739910313901,5.17488789237668,4,19,223,64,2
"1640","N  SOGNDAL01",23.5,1096.13636363636,28.5454545454545,4.45454545454545,2,6,22,8,1
"1641","N  STAVANG01",22,1320.77291666667,34.7583333333333,5.59583333333333,3,29,120,56,2
"1642","N  STAVANG07",22,1775.42666666667,40,7,1,1,3,2,1
"1643","N  TONSBER02",21,1044.60975609756,34.0243902439024,5.8719512195122,2,13,41,17,1
"1644","N  TROMSO01",22,1748.34323863636,36.4772727272727,6.49289772727273,2,42,176,77,2
"1645","N  TRONDHE01",23,1342.3211,33.284,6.06333333333333,3,62,750,216,2
"1646","N  TRONDHE03",22,1147.79241935484,30.0161290322581,4.875,2,23,62,30,1
"1647","N  TRONDHE06",20.5,1439.83666666667,8.33333333333333,3.5,2,2,6,3,1
"1648","N  VOLDA01",22,1911.25957142857,39.0857142857143,6.27857142857143,4,19,70,28,1
"1649","N  XX",21.5,2027.5,28.5625,4.515625,2,5,16,6,1
"1650","NL AMSTERD01",22,1617.9873286052,31.9763593380615,6.40011820330969,5,53,423,145,2
"1651","NL AMSTERD02",22,1636.07966463415,29.9420731707317,6.11585365853659,2,49,328,116,2
"1652","NL AMSTERD05",22,1401.02955932203,31.0813559322034,5.60508474576271,2,44,295,106,2
"1653","NL AMSTERD06",23,1284.01,23,4.5,2,2,2,2,1
"1654","NL AMSTERD07",22,1763.17103448276,29.2068965517241,6.64655172413793,2,6,29,23,1
"1655","NL Amsterd57",23,2400,30,8,1,1,1,1,1
"1656","NL AMSTERD57",23,1280.69166666667,28.4166666666667,5.08333333333333,2,6,24,16,1
"1657","NL ARNHEM27",22,1319.47563218391,31.2241379310345,5.58333333333333,3,32,174,72,2
"1658","NL BREDA01",21,1391.22617283951,29.4012345679012,5.69135802469136,2,28,162,59,2
"1659","NL BREDA10",22,1673.83365217391,29.8260869565217,6.13315217391304,3,15,92,31,1
"1660","NL DELFT01",23,1706.80176470588,35.9607843137255,6.95996732026144,2,28,306,84,2
"1661","NL DELFT05",24.5,1610,19,7,1,2,2,1,1
"1662","NL DRONTEN01",22,3023.594,55.32,9.68,2,9,25,11,1
"1663","NL EDE01",21,1372.81818181818,18.6363636363636,3.36363636363636,1,5,11,4,1
"1664","NL EINDHOV03",22,1518.9368161435,31.6771300448431,5.71860986547085,3,34,223,86,2
"1665","NL EINDHOV04",25,1355.826,27.6,5.5,2,3,5,5,1
"1666","NL EINDHOV17",23,1682.27290456432,28.4232365145228,6.12655601659751,4,27,241,100,2
"1667","NL ENSCHED01",22,1651.9141,31.8,5.67,2,28,100,44,2
"1668","NL ENSCHED03",22,1624.9603125,30.515625,5.58984375,4,32,128,60,2
"1669","NL ENSCHED04",22,1486.63714285714,30.6666666666667,5.85119047619048,3,7,42,27,1
"1670","NL Groning01",24,1000,30,5,1,1,2,1,1
"1671","NL GRONING01",22,1655.51032310178,29.8319870759289,6.28877221324717,4,60,619,197,2
